item,detection precision %,retrieved,relevant retrieved
C15_20170710_046440_046500.rttm,100.00,0.00,0.00
C15_20170710_047040_047100.rttm,100.00,0.00,0.00
C15_20170710_047640_047700.rttm,100.00,0.00,0.00
C15_20170710_048240_048300.rttm,100.00,0.00,0.00
C15_20170710_048840_048900.rttm,100.00,0.00,0.00
C15_20170710_049440_049500.rttm,100.00,0.00,0.00
C15_20170710_050040_050100.rttm,100.00,0.00,0.00
C15_20170710_050640_050700.rttm,100.00,0.00,0.00
C15_20170710_051240_051300.rttm,100.00,0.00,0.00
C15_20170710_051840_051900.rttm,100.00,0.00,0.00
C15_20170710_052440_052500.rttm,100.00,0.00,0.00
C15_20170710_053040_053100.rttm,100.00,0.00,0.00
C15_20170710_053640_053700.rttm,100.00,0.00,0.00
C15_20170710_054240_054300.rttm,100.00,0.00,0.00
C15_20170710_054840_054900.rttm,100.00,0.00,0.00
C15_20170710_055440_055500.rttm,100.00,0.00,0.00
C15_20170710_056040_056100.rttm,100.00,0.00,0.00
C15_20170710_056640_056700.rttm,100.00,0.00,0.00
C15_20170710_057240_057300.rttm,100.00,0.00,0.00
C16_20170710_002040_002100.rttm,78.52,23.37,18.35
C16_20170710_002640_002700.rttm,0.00,15.35,0.00
C16_20170710_003240_003300.rttm,0.00,14.11,0.00
C16_20170710_003840_003900.rttm,0.00,9.75,0.00
C16_20170710_004440_004500.rttm,0.00,1.23,0.00
C16_20170710_005040_005100.rttm,0.00,0.60,0.00
C16_20170710_005640_005700.rttm,76.84,10.62,8.16
C16_20170710_006240_006300.rttm,0.00,2.33,0.00
C16_20170710_006840_006900.rttm,0.00,10.61,0.00
C16_20170710_007440_007500.rttm,0.00,1.00,0.00
C16_20170710_008040_008100.rttm,0.00,10.39,0.00
C16_20170710_008640_008700.rttm,0.00,9.06,0.00
C16_20170710_009240_009300.rttm,84.79,22.09,18.73
C16_20170710_009840_009900.rttm,100.00,0.00,0.00
C16_20170710_010440_010500.rttm,0.00,11.45,0.00
C16_20170710_011040_011100.rttm,0.00,4.74,0.00
C16_20170710_011640_011700.rttm,0.00,0.60,0.00
C16_20170710_012240_012300.rttm,100.00,0.00,0.00
C16_20170710_012840_012900.rttm,86.67,6.15,5.33
C16_20170710_013440_013500.rttm,0.00,4.62,0.00
C16_20170710_014040_014100.rttm,100.00,0.00,0.00
C16_20170710_014640_014700.rttm,100.00,0.00,0.00
C16_20170710_015240_015300.rttm,0.00,4.39,0.00
C16_20170710_015840_015900.rttm,0.00,4.68,0.00
C16_20170710_016440_016500.rttm,52.05,1.46,0.76
C16_20170710_017040_017100.rttm,100.00,0.00,0.00
C16_20170710_017640_017700.rttm,0.00,17.02,0.00
C16_20170710_018240_018300.rttm,0.00,20.52,0.00
C16_20170710_018840_018900.rttm,0.00,27.57,0.00
C16_20170710_019440_019500.rttm,0.00,2.56,0.00
C16_20170710_020040_020100.rttm,75.15,13.32,10.01
C16_20170710_020640_020700.rttm,0.00,1.25,0.00
C16_20170710_021240_021300.rttm,100.00,0.00,0.00
C16_20170710_021840_021900.rttm,0.00,5.96,0.00
C16_20170710_022440_022500.rttm,0.00,9.72,0.00
C16_20170710_023040_023100.rttm,0.00,17.39,0.00
C16_20170710_023640_023700.rttm,90.86,18.60,16.90
C16_20170710_024240_024300.rttm,0.00,18.97,0.00
C16_20170710_024840_024900.rttm,0.00,13.47,0.00
C16_20170710_025440_025500.rttm,0.00,25.10,0.00
C16_20170710_026040_026100.rttm,0.00,26.82,0.00
C16_20170710_026640_026700.rttm,0.00,16.07,0.00
C16_20170710_027240_027300.rttm,23.64,16.88,3.99
C16_20170710_027840_027900.rttm,0.00,14.51,0.00
C16_20170710_028440_028500.rttm,0.00,10.11,0.00
C16_20170710_029040_029100.rttm,0.00,21.74,0.00
C16_20170710_029640_029700.rttm,0.00,27.84,0.00
C16_20170710_030240_030300.rttm,0.00,31.63,0.00
C16_20170710_030840_030900.rttm,20.85,16.93,3.53
C16_20170710_031440_031500.rttm,0.00,7.29,0.00
C16_20170710_032040_032100.rttm,0.00,8.09,0.00
C16_20170710_032640_032700.rttm,0.00,10.30,0.00
C16_20170710_033240_033300.rttm,0.00,3.80,0.00
C16_20170710_033840_033900.rttm,100.00,0.00,0.00
C16_20170710_034440_034500.rttm,100.00,0.00,0.00
C16_20170710_035040_035100.rttm,0.00,0.88,0.00
C16_20170710_035640_035700.rttm,100.00,0.00,0.00
C16_20170710_036240_036300.rttm,100.00,0.00,0.00
C16_20170710_036840_036900.rttm,100.00,0.00,0.00
C16_20170710_037440_037500.rttm,100.00,0.00,0.00
C16_20170710_038040_038100.rttm,100.00,0.00,0.00
C16_20170710_038640_038700.rttm,0.00,1.28,0.00
C16_20170710_039240_039300.rttm,100.00,0.00,0.00
C16_20170710_039840_039900.rttm,100.00,0.00,0.00
C16_20170710_040440_040500.rttm,100.00,0.00,0.00
C16_20170710_041040_041100.rttm,100.00,0.00,0.00
C16_20170710_041640_041700.rttm,100.00,0.00,0.00
C16_20170710_042240_042300.rttm,100.00,0.00,0.00
C16_20170710_042840_042900.rttm,100.00,0.00,0.00
C16_20170710_043440_043500.rttm,100.00,0.00,0.00
C16_20170710_044040_044100.rttm,100.00,0.00,0.00
C16_20170710_044640_044700.rttm,100.00,0.00,0.00
C16_20170710_045240_045300.rttm,100.00,0.00,0.00
C16_20170710_045840_045900.rttm,100.00,0.00,0.00
C16_20170710_046440_046500.rttm,100.00,0.00,0.00
C16_20170710_047040_047100.rttm,100.00,0.00,0.00
C16_20170710_047640_047700.rttm,100.00,0.00,0.00
C16_20170710_048240_048300.rttm,100.00,0.00,0.00
C16_20170710_048840_048900.rttm,100.00,0.00,0.00
C16_20170710_049440_049500.rttm,100.00,0.00,0.00
C16_20170710_050040_050100.rttm,100.00,0.00,0.00
C16_20170710_050640_050700.rttm,100.00,0.00,0.00
C16_20170710_051240_051300.rttm,100.00,0.00,0.00
C16_20170710_051840_051900.rttm,100.00,0.00,0.00
C16_20170710_052440_052500.rttm,100.00,0.00,0.00
C16_20170710_053040_053100.rttm,100.00,0.00,0.00
C16_20170710_053640_053700.rttm,100.00,0.00,0.00
C16_20170710_054240_054300.rttm,100.00,0.00,0.00
C16_20170710_054840_054900.rttm,100.00,0.00,0.00
C16_20170710_055440_055500.rttm,100.00,0.00,0.00
C16_20170710_056040_056100.rttm,100.00,0.00,0.00
C16_20170710_056640_056700.rttm,100.00,0.00,0.00
C16_20170710_057240_057300.rttm,100.00,0.00,0.00
C18_20170711_002040_002100.rttm,60.61,17.06,10.34
C18_20170711_002640_002700.rttm,0.00,22.01,0.00
C18_20170711_003240_003300.rttm,0.00,32.22,0.00
C18_20170711_003840_003900.rttm,0.00,23.70,0.00
C18_20170711_004440_004500.rttm,0.00,5.78,0.00
C18_20170711_005040_005100.rttm,0.00,19.89,0.00
C18_20170711_005640_005700.rttm,91.22,8.20,7.48
C18_20170711_006240_006300.rttm,0.00,0.99,0.00
C18_20170711_006840_006900.rttm,100.00,0.00,0.00
C18_20170711_007440_007500.rttm,0.00,28.82,0.00
C18_20170711_008040_008100.rttm,0.00,20.46,0.00
C18_20170711_008640_008700.rttm,0.00,3.04,0.00
C18_20170711_009240_009300.rttm,92.53,6.69,6.19
C18_20170711_009840_009900.rttm,0.00,10.23,0.00
C18_20170711_010440_010500.rttm,0.00,2.10,0.00
C18_20170711_011040_011100.rttm,0.00,13.52,0.00
C18_20170711_011640_011700.rttm,0.00,7.29,0.00
C18_20170711_012240_012300.rttm,0.00,14.93,0.00
C18_20170711_012840_012900.rttm,71.72,26.24,18.82
C18_20170711_013440_013500.rttm,0.00,33.55,0.00
C18_20170711_014040_014100.rttm,0.00,18.70,0.00
C18_20170711_014640_014700.rttm,0.00,8.01,0.00
C18_20170711_015240_015300.rttm,0.00,14.15,0.00
C18_20170711_015840_015900.rttm,0.00,27.09,0.00
C18_20170711_016440_016500.rttm,49.32,23.44,11.56
C18_20170711_017040_017100.rttm,0.00,19.95,0.00
C18_20170711_017640_017700.rttm,0.00,7.88,0.00
C18_20170711_018240_018300.rttm,0.00,2.90,0.00
C18_20170711_018840_018900.rttm,0.00,18.83,0.00
C18_20170711_019440_019500.rttm,0.00,5.45,0.00
C18_20170711_020040_020100.rttm,89.13,24.46,21.80
C18_20170711_020640_020700.rttm,100.00,0.00,0.00
C18_20170711_021240_021300.rttm,0.00,17.87,0.00
C18_20170711_021840_021900.rttm,0.00,17.01,0.00
C18_20170711_022440_022500.rttm,0.00,0.65,0.00
C18_20170711_023040_023100.rttm,0.00,35.37,0.00
C18_20170711_023640_023700.rttm,65.91,33.53,22.10
C18_20170711_024240_024300.rttm,0.00,6.58,0.00
C18_20170711_024840_024900.rttm,0.00,20.46,0.00
C18_20170711_025440_025500.rttm,0.00,18.56,0.00
C18_20170711_026040_026100.rttm,0.00,1.27,0.00
C18_20170711_026640_026700.rttm,0.00,2.74,0.00
C18_20170711_027240_027300.rttm,63.70,13.36,8.51
C18_20170711_027840_027900.rttm,0.00,4.51,0.00
C18_20170711_028440_028500.rttm,0.00,0.81,0.00
C18_20170711_029040_029100.rttm,0.00,21.22,0.00
C18_20170711_029640_029700.rttm,0.00,9.94,0.00
C18_20170711_030240_030300.rttm,0.00,8.84,0.00
C18_20170711_030840_030900.rttm,82.49,13.36,11.02
C18_20170711_031440_031500.rttm,0.00,11.12,0.00
C18_20170711_032040_032100.rttm,0.00,13.47,0.00
C18_20170711_032640_032700.rttm,100.00,0.00,0.00
C18_20170711_033240_033300.rttm,100.00,0.00,0.00
C18_20170711_033840_033900.rttm,0.00,7.68,0.00
C18_20170711_034440_034500.rttm,75.00,9.20,6.90
C18_20170711_035040_035100.rttm,0.00,3.25,0.00
C18_20170711_035640_035700.rttm,0.00,3.62,0.00
C18_20170711_036240_036300.rttm,0.00,30.14,0.00
C18_20170711_036840_036900.rttm,0.00,31.74,0.00
C18_20170711_037440_037500.rttm,100.00,0.00,0.00
C18_20170711_038040_038100.rttm,100.00,0.00,0.00
C18_20170711_038640_038700.rttm,100.00,0.00,0.00
C18_20170711_039240_039300.rttm,100.00,0.00,0.00
C18_20170711_039840_039900.rttm,100.00,0.00,0.00
C18_20170711_040440_040500.rttm,100.00,0.00,0.00
C18_20170711_041040_041100.rttm,100.00,0.00,0.00
C18_20170711_041640_041700.rttm,100.00,0.00,0.00
C18_20170711_042240_042300.rttm,100.00,0.00,0.00
C18_20170711_042840_042900.rttm,100.00,0.00,0.00
C18_20170711_043440_043500.rttm,100.00,0.00,0.00
C18_20170711_044040_044100.rttm,100.00,0.00,0.00
C18_20170711_044640_044700.rttm,100.00,0.00,0.00
C18_20170711_045240_045300.rttm,100.00,0.00,0.00
C18_20170711_045840_045900.rttm,100.00,0.00,0.00
C18_20170711_046440_046500.rttm,100.00,0.00,0.00
C18_20170711_047040_047100.rttm,100.00,0.00,0.00
C18_20170711_047640_047700.rttm,100.00,0.00,0.00
C18_20170711_048240_048300.rttm,100.00,0.00,0.00
C18_20170711_048840_048900.rttm,100.00,0.00,0.00
C18_20170711_049440_049500.rttm,100.00,0.00,0.00
C18_20170711_050040_050100.rttm,100.00,0.00,0.00
C18_20170711_050640_050700.rttm,100.00,0.00,0.00
C18_20170711_051240_051300.rttm,100.00,0.00,0.00
C18_20170711_051840_051900.rttm,100.00,0.00,0.00
C18_20170711_052440_052500.rttm,100.00,0.00,0.00
C18_20170711_053040_053100.rttm,100.00,0.00,0.00
C18_20170711_053640_053700.rttm,100.00,0.00,0.00
C18_20170711_054240_054300.rttm,100.00,0.00,0.00
C18_20170711_054840_054900.rttm,100.00,0.00,0.00
C18_20170711_055440_055500.rttm,100.00,0.00,0.00
C18_20170711_056040_056100.rttm,100.00,0.00,0.00
C18_20170711_056640_056700.rttm,100.00,0.00,0.00
C18_20170711_057240_057300.rttm,100.00,0.00,0.00
C18_20170718_002040_002100.rttm,67.82,5.22,3.54
C18_20170718_002640_002700.rttm,100.00,0.00,0.00
C18_20170718_003240_003300.rttm,100.00,0.00,0.00
C18_20170718_003840_003900.rttm,100.00,0.00,0.00
C18_20170718_004440_004500.rttm,100.00,0.00,0.00
C18_20170718_005040_005100.rttm,100.00,0.00,0.00
C18_20170718_005640_005700.rttm,100.00,0.00,0.00
C18_20170718_006240_006300.rttm,100.00,0.00,0.00
C18_20170718_006840_006900.rttm,100.00,0.00,0.00
C18_20170718_007440_007500.rttm,100.00,0.00,0.00
C18_20170718_008040_008100.rttm,100.00,0.00,0.00
C18_20170718_008640_008700.rttm,100.00,0.00,0.00
C18_20170718_009240_009300.rttm,100.00,0.00,0.00
C18_20170718_009840_009900.rttm,100.00,0.00,0.00
C18_20170718_010440_010500.rttm,100.00,0.00,0.00
C18_20170718_011040_011100.rttm,100.00,0.00,0.00
C18_20170718_011640_011700.rttm,100.00,0.00,0.00
C18_20170718_012240_012300.rttm,0.00,1.95,0.00
C18_20170718_012840_012900.rttm,100.00,0.00,0.00
C18_20170718_013440_013500.rttm,100.00,0.00,0.00
C18_20170718_014040_014100.rttm,100.00,0.00,0.00
C18_20170718_014640_014700.rttm,0.00,3.76,0.00
C18_20170718_015240_015300.rttm,100.00,0.00,0.00
C18_20170718_015840_015900.rttm,100.00,0.00,0.00
C18_20170718_016440_016500.rttm,100.00,0.00,0.00
C18_20170718_017040_017100.rttm,100.00,0.00,0.00
C18_20170718_017640_017700.rttm,100.00,0.00,0.00
C18_20170718_018240_018300.rttm,100.00,0.00,0.00
C18_20170718_018840_018900.rttm,0.00,0.72,0.00
C18_20170718_019440_019500.rttm,100.00,0.00,0.00
C18_20170718_020040_020100.rttm,100.00,0.00,0.00
C18_20170718_020640_020700.rttm,100.00,0.00,0.00
C18_20170718_021240_021300.rttm,100.00,0.00,0.00
C18_20170718_021840_021900.rttm,0.00,0.60,0.00
C18_20170718_022440_022500.rttm,100.00,0.00,0.00
C18_20170718_023040_023100.rttm,100.00,0.00,0.00
C18_20170718_023640_023700.rttm,100.00,0.00,0.00
C18_20170718_024240_024300.rttm,100.00,0.00,0.00
C18_20170718_024840_024900.rttm,100.00,0.00,0.00
C18_20170718_025440_025500.rttm,0.00,5.16,0.00
C18_20170718_026040_026100.rttm,100.00,0.00,0.00
C18_20170718_026640_026700.rttm,100.00,0.00,0.00
C18_20170718_027240_027300.rttm,100.00,0.00,0.00
C18_20170718_027840_027900.rttm,100.00,0.00,0.00
C18_20170718_028440_028500.rttm,100.00,0.00,0.00
C18_20170718_029040_029100.rttm,100.00,0.00,0.00
C18_20170718_029640_029700.rttm,100.00,0.00,0.00
C18_20170718_030240_030300.rttm,100.00,0.00,0.00
C18_20170718_030840_030900.rttm,0.00,0.60,0.00
C18_20170718_031440_031500.rttm,100.00,0.00,0.00
C18_20170718_032040_032100.rttm,100.00,0.00,0.00
C18_20170718_032640_032700.rttm,100.00,0.00,0.00
C18_20170718_033240_033300.rttm,100.00,0.00,0.00
C18_20170718_033840_033900.rttm,100.00,0.00,0.00
C18_20170718_034440_034500.rttm,100.00,0.00,0.00
C18_20170718_035040_035100.rttm,100.00,0.00,0.00
C18_20170718_035640_035700.rttm,100.00,0.00,0.00
C18_20170718_036240_036300.rttm,100.00,0.00,0.00
C18_20170718_036840_036900.rttm,0.00,0.60,0.00
C18_20170718_037440_037500.rttm,100.00,0.00,0.00
C18_20170718_038040_038100.rttm,100.00,0.00,0.00
C18_20170718_038640_038700.rttm,100.00,0.00,0.00
C18_20170718_039240_039300.rttm,0.00,0.60,0.00
C18_20170718_039840_039900.rttm,0.00,7.24,0.00
C18_20170718_040440_040500.rttm,100.00,0.00,0.00
C18_20170718_041040_041100.rttm,100.00,0.00,0.00
C18_20170718_041640_041700.rttm,100.00,0.00,0.00
C18_20170718_042240_042300.rttm,100.00,0.00,0.00
C18_20170718_042840_042900.rttm,100.00,0.00,0.00
C18_20170718_043440_043500.rttm,100.00,0.00,0.00
C18_20170718_044040_044100.rttm,100.00,0.00,0.00
C18_20170718_044640_044700.rttm,100.00,0.00,0.00
C18_20170718_045240_045300.rttm,84.90,25.57,21.71
C18_20170718_045840_045900.rttm,0.00,39.02,0.00
C18_20170718_046440_046500.rttm,0.00,21.21,0.00
C18_20170718_047040_047100.rttm,0.00,7.31,0.00
C18_20170718_047640_047700.rttm,0.00,25.50,0.00
C18_20170718_048240_048300.rttm,0.00,43.88,0.00
C18_20170718_048840_048900.rttm,88.04,30.77,27.09
C18_20170718_049440_049500.rttm,0.00,41.24,0.00
C18_20170718_050040_050100.rttm,0.00,23.10,0.00
C18_20170718_050640_050700.rttm,0.00,36.81,0.00
C18_20170718_051240_051300.rttm,0.00,26.94,0.00
C18_20170718_051840_051900.rttm,0.00,26.58,0.00
C18_20170718_052440_052500.rttm,69.06,33.97,23.46
C18_20170718_053040_053100.rttm,0.00,20.48,0.00
C18_20170718_053640_053700.rttm,0.00,6.70,0.00
C18_20170718_054240_054300.rttm,0.00,10.18,0.00
C18_20170718_054840_054900.rttm,0.00,21.61,0.00
C18_20170718_055440_055500.rttm,0.00,20.39,0.00
C18_20170718_056040_056100.rttm,50.00,1.82,0.91
C18_20170718_056640_056700.rttm,0.00,20.40,0.00
C18_20170718_057240_057300.rttm,0.00,14.06,0.00
C20_20170711_002040_002100.rttm,80.29,20.14,16.17
C20_20170711_002640_002700.rttm,0.00,20.54,0.00
C20_20170711_003240_003300.rttm,0.00,12.04,0.00
C20_20170711_003840_003900.rttm,0.00,1.29,0.00
C20_20170711_004440_004500.rttm,0.00,11.12,0.00
C20_20170711_005040_005100.rttm,0.00,12.96,0.00
C20_20170711_005640_005700.rttm,88.58,13.40,11.87
C20_20170711_006240_006300.rttm,0.00,12.49,0.00
C20_20170711_006840_006900.rttm,0.00,14.68,0.00
C20_20170711_007440_007500.rttm,0.00,2.41,0.00
C20_20170711_008040_008100.rttm,0.00,6.92,0.00
C20_20170711_008640_008700.rttm,0.00,14.93,0.00
C20_20170711_009240_009300.rttm,58.24,33.43,19.47
C20_20170711_009840_009900.rttm,0.00,7.31,0.00
C20_20170711_010440_010500.rttm,0.00,22.81,0.00
C20_20170711_011040_011100.rttm,0.00,0.14,0.00
C20_20170711_011640_011700.rttm,0.00,6.22,0.00
C20_20170711_012240_012300.rttm,0.00,5.35,0.00
C20_20170711_012840_012900.rttm,81.54,17.88,14.58
C20_20170711_013440_013500.rttm,0.00,3.93,0.00
C20_20170711_014040_014100.rttm,0.00,8.38,0.00
C20_20170711_014640_014700.rttm,0.00,7.41,0.00
C20_20170711_015240_015300.rttm,0.00,7.46,0.00
C20_20170711_015840_015900.rttm,100.00,0.00,0.00
C20_20170711_016440_016500.rttm,97.86,2.80,2.74
C20_20170711_017040_017100.rttm,0.00,4.08,0.00
C20_20170711_017640_017700.rttm,0.00,9.21,0.00
C20_20170711_018240_018300.rttm,0.00,15.46,0.00
C20_20170711_018840_018900.rttm,100.00,0.00,0.00
C20_20170711_019440_019500.rttm,100.00,0.00,0.00
C20_20170711_020040_020100.rttm,95.11,12.68,12.06
C20_20170711_020640_020700.rttm,0.00,3.89,0.00
C20_20170711_021240_021300.rttm,0.00,6.06,0.00
C20_20170711_021840_021900.rttm,0.00,14.71,0.00
C20_20170711_022440_022500.rttm,0.00,22.87,0.00
C20_20170711_023040_023100.rttm,100.00,0.00,0.00
C20_20170711_023640_023700.rttm,92.31,4.81,4.44
C20_20170711_024240_024300.rttm,0.00,14.03,0.00
C20_20170711_024840_024900.rttm,100.00,0.00,0.00
C20_20170711_025440_025500.rttm,0.00,6.08,0.00
C20_20170711_026040_026100.rttm,0.00,0.60,0.00
C20_20170711_026640_026700.rttm,0.00,12.04,0.00
C20_20170711_027240_027300.rttm,40.38,11.69,4.72
C20_20170711_027840_027900.rttm,0.00,18.95,0.00
C20_20170711_028440_028500.rttm,0.00,1.62,0.00
C20_20170711_029040_029100.rttm,0.00,12.72,0.00
C20_20170711_029640_029700.rttm,0.00,17.57,0.00
C20_20170711_030240_030300.rttm,0.00,1.78,0.00
C20_20170711_030840_030900.rttm,57.19,6.19,3.54
C20_20170711_031440_031500.rttm,0.00,6.60,0.00
C20_20170711_032040_032100.rttm,0.00,22.82,0.00
C20_20170711_032640_032700.rttm,0.00,6.20,0.00
C20_20170711_033240_033300.rttm,0.00,8.29,0.00
C20_20170711_033840_033900.rttm,0.00,21.30,0.00
C20_20170711_034440_034500.rttm,91.80,0.61,0.56
C20_20170711_035040_035100.rttm,0.00,1.20,0.00
C20_20170711_035640_035700.rttm,0.00,4.52,0.00
C20_20170711_036240_036300.rttm,0.00,8.54,0.00
C20_20170711_036840_036900.rttm,0.00,23.53,0.00
C20_20170711_037440_037500.rttm,0.00,2.00,0.00
C20_20170711_038040_038100.rttm,63.09,6.99,4.41
C20_20170711_038640_038700.rttm,0.00,10.53,0.00
C20_20170711_039240_039300.rttm,0.00,3.33,0.00
C20_20170711_039840_039900.rttm,0.00,2.19,0.00
C20_20170711_040440_040500.rttm,0.00,6.70,0.00
C20_20170711_041040_041100.rttm,0.00,15.32,0.00
C20_20170711_041640_041700.rttm,0.00,2.73,0.00
C20_20170711_042240_042300.rttm,0.00,1.31,0.00
C20_20170711_042840_042900.rttm,0.00,2.07,0.00
C20_20170711_043440_043500.rttm,0.00,12.11,0.00
C20_20170711_044040_044100.rttm,0.00,7.73,0.00
C20_20170711_044640_044700.rttm,100.00,0.00,0.00
C20_20170711_045240_045300.rttm,100.00,0.00,0.00
C20_20170711_045840_045900.rttm,100.00,0.00,0.00
C20_20170711_046440_046500.rttm,100.00,0.00,0.00
C20_20170711_047040_047100.rttm,100.00,0.00,0.00
C20_20170711_047640_047700.rttm,100.00,0.00,0.00
C20_20170711_048240_048300.rttm,100.00,0.00,0.00
C20_20170711_048840_048900.rttm,100.00,0.00,0.00
C20_20170711_049440_049500.rttm,100.00,0.00,0.00
C20_20170711_050040_050100.rttm,100.00,0.00,0.00
C20_20170711_050640_050700.rttm,100.00,0.00,0.00
C20_20170711_051240_051300.rttm,100.00,0.00,0.00
C20_20170711_051840_051900.rttm,100.00,0.00,0.00
C20_20170711_052440_052500.rttm,100.00,0.00,0.00
C20_20170711_053040_053100.rttm,0.00,0.79,0.00
C20_20170711_053640_053700.rttm,100.00,0.00,0.00
C20_20170711_054240_054300.rttm,100.00,0.00,0.00
C20_20170711_054840_054900.rttm,100.00,0.00,0.00
C20_20170711_055440_055500.rttm,100.00,0.00,0.00
C20_20170711_056040_056100.rttm,100.00,0.00,0.00
C20_20170711_056640_056700.rttm,100.00,0.00,0.00
C20_20170711_057240_057300.rttm,100.00,0.00,0.00
C22_20170717_002040_002100.rttm,78.80,6.98,5.50
C22_20170717_002640_002700.rttm,0.00,33.11,0.00
C22_20170717_003240_003300.rttm,0.00,17.38,0.00
C22_20170717_003840_003900.rttm,0.00,38.80,0.00
C22_20170717_004440_004500.rttm,0.00,20.60,0.00
C22_20170717_005040_005100.rttm,0.00,32.63,0.00
C22_20170717_005640_005700.rttm,65.15,17.99,11.72
C22_20170717_006240_006300.rttm,100.00,0.00,0.00
C22_20170717_006840_006900.rttm,100.00,0.00,0.00
C22_20170717_007440_007500.rttm,100.00,0.00,0.00
C22_20170717_008040_008100.rttm,100.00,0.00,0.00
C22_20170717_008640_008700.rttm,100.00,0.00,0.00
C22_20170717_009240_009300.rttm,0.00,0.81,0.00
C22_20170717_009840_009900.rttm,100.00,0.00,0.00
C22_20170717_010440_010500.rttm,100.00,0.00,0.00
C22_20170717_011040_011100.rttm,0.00,0.60,0.00
C22_20170717_011640_011700.rttm,100.00,0.00,0.00
C22_20170717_012240_012300.rttm,100.00,0.00,0.00
C22_20170717_012840_012900.rttm,100.00,0.00,0.00
C22_20170717_013440_013500.rttm,100.00,0.00,0.00
C22_20170717_014040_014100.rttm,0.00,0.66,0.00
C22_20170717_014640_014700.rttm,100.00,0.00,0.00
C22_20170717_015240_015300.rttm,100.00,0.00,0.00
C22_20170717_015840_015900.rttm,100.00,0.00,0.00
C22_20170717_016440_016500.rttm,100.00,0.00,0.00
C22_20170717_017040_017100.rttm,100.00,0.00,0.00
C22_20170717_017640_017700.rttm,100.00,0.00,0.00
C22_20170717_018240_018300.rttm,100.00,0.00,0.00
C22_20170717_018840_018900.rttm,100.00,0.00,0.00
C22_20170717_019440_019500.rttm,100.00,0.00,0.00
C22_20170717_020040_020100.rttm,100.00,0.00,0.00
C22_20170717_020640_020700.rttm,100.00,0.00,0.00
C22_20170717_021240_021300.rttm,0.00,12.35,0.00
C22_20170717_021840_021900.rttm,0.00,0.60,0.00
C22_20170717_022440_022500.rttm,0.00,0.60,0.00
C22_20170717_023040_023100.rttm,100.00,0.00,0.00
C22_20170717_023640_023700.rttm,100.00,0.00,0.00
C22_20170717_024240_024300.rttm,100.00,0.00,0.00
C22_20170717_024840_024900.rttm,100.00,0.00,0.00
C22_20170717_025440_025500.rttm,100.00,0.00,0.00
C22_20170717_026040_026100.rttm,100.00,0.00,0.00
C22_20170717_026640_026700.rttm,100.00,0.00,0.00
C22_20170717_027240_027300.rttm,100.00,0.00,0.00
C22_20170717_027840_027900.rttm,100.00,0.00,0.00
C22_20170717_028440_028500.rttm,100.00,0.00,0.00
C22_20170717_029040_029100.rttm,0.00,0.65,0.00
C22_20170717_029640_029700.rttm,100.00,0.00,0.00
C22_20170717_030240_030300.rttm,100.00,0.00,0.00
C22_20170717_030840_030900.rttm,100.00,0.00,0.00
C22_20170717_031440_031500.rttm,100.00,0.00,0.00
C22_20170717_032040_032100.rttm,100.00,0.00,0.00
C22_20170717_032640_032700.rttm,100.00,0.00,0.00
C22_20170717_033240_033300.rttm,100.00,0.00,0.00
C22_20170717_033840_033900.rttm,100.00,0.00,0.00
C22_20170717_034440_034500.rttm,100.00,0.00,0.00
C22_20170717_035040_035100.rttm,100.00,0.00,0.00
C22_20170717_035640_035700.rttm,100.00,0.00,0.00
C22_20170717_036240_036300.rttm,100.00,0.00,0.00
C22_20170717_036840_036900.rttm,100.00,0.00,0.00
C22_20170717_037440_037500.rttm,100.00,0.00,0.00
C22_20170717_038040_038100.rttm,100.00,0.00,0.00
C22_20170717_038640_038700.rttm,100.00,0.00,0.00
C22_20170717_039240_039300.rttm,100.00,0.00,0.00
C22_20170717_039840_039900.rttm,100.00,0.00,0.00
C22_20170717_040440_040500.rttm,100.00,0.00,0.00
C22_20170717_041040_041100.rttm,100.00,0.00,0.00
C22_20170717_041640_041700.rttm,100.00,0.00,0.00
C22_20170717_042240_042300.rttm,0.00,0.60,0.00
C22_20170717_042840_042900.rttm,0.00,0.62,0.00
C22_20170717_043440_043500.rttm,0.00,12.58,0.00
C22_20170717_044040_044100.rttm,0.00,16.87,0.00
C22_20170717_044640_044700.rttm,0.00,18.93,0.00
C22_20170717_045240_045300.rttm,79.49,7.46,5.93
C22_20170717_045840_045900.rttm,0.00,21.22,0.00
C22_20170717_046440_046500.rttm,100.00,0.00,0.00
C22_20170717_047040_047100.rttm,0.00,12.64,0.00
C22_20170717_047640_047700.rttm,0.00,23.37,0.00
C22_20170717_048240_048300.rttm,0.00,21.73,0.00
C22_20170717_048840_048900.rttm,90.31,15.48,13.98
C22_20170717_049440_049500.rttm,0.00,1.96,0.00
C22_20170717_050040_050100.rttm,0.00,4.51,0.00
C22_20170717_050640_050700.rttm,0.00,12.65,0.00
C22_20170717_051240_051300.rttm,0.00,18.70,0.00
C22_20170717_051840_051900.rttm,0.00,20.81,0.00
C22_20170717_052440_052500.rttm,88.38,15.23,13.46
C22_20170717_053040_053100.rttm,0.00,13.01,0.00
C22_20170717_053640_053700.rttm,0.00,33.67,0.00
C22_20170717_054240_054300.rttm,0.00,8.71,0.00
C22_20170717_054840_054900.rttm,0.00,3.66,0.00
C22_20170717_055440_055500.rttm,0.00,5.89,0.00
C22_20170717_056040_056100.rttm,96.63,18.10,17.49
