filename gold_CV_cum_dur gold_CV_mean gold_CV_count gold_short_CV_count gold_CNV_cum_dur gold_CNV_mean gold_CNV_count gold_short_CNV_count gold_CH_cum_dur gold_CH_mean gold_CH_count gold_CTC_count gold_CTC_count_all lena_CH_count lena_CV_count lena_CNV_count lena_short_CV_count lena_short_CNV_count lena_CH_mean lena_CV_mean lena_CNV_mean lena_CH_cum_dur lena_CV_cum_dur lena_CNV_cum_dur lena_CTC_count child_id
C15_20170710_045240_045300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C15_20170710
C15_20170710_048840_048900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C15_20170710
C15_20170710_052440_052500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C15_20170710
C15_20170710_056040_056100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C15_20170710
C16_20170710_002040_002100 6.250 0.568 11 9 0.000 0.000 0 0 6.750 0.562 12 3 3 4 2 2 0 1 1.038 1.405 0.150 4.15 2.81 0.30 1 C16_20170710
C16_20170710_005640_005700 6.700 0.558 12 9 0.000 0.000 0 0 11.610 0.611 19 0 0 4 4 1 1 0 0.933 0.680 0.600 3.73 2.72 0.60 0 C16_20170710
C16_20170710_009240_009300 22.340 0.621 36 22 1.500 0.500 3 3 24.490 0.612 40 0 0 19 12 9 2 3 0.951 0.935 0.686 18.07 11.22 6.17 0 C16_20170710
C16_20170710_012840_012900 7.370 0.737 10 3 18.450 0.577 32 23 29.380 0.612 48 0 0 9 4 5 1 1 0.683 0.723 0.634 6.15 2.89 3.17 0 C16_20170710
C16_20170710_016440_016500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C16_20170710
C16_20170710_020040_020100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C16_20170710
C16_20170710_023640_023700 17.470 0.546 32 28 0.000 0.000 0 0 17.470 0.546 32 7 7 17 14 3 4 0 1.311 1.341 0.680 22.29 18.77 2.04 1 C16_20170710
C16_20170710_027240_027300 1.000 0.500 2 2 0.000 0.000 0 0 4.520 0.565 8 0 0 2 0 3 0 1 1.105 0.000 0.300 2.21 0.00 0.90 0 C16_20170710
C16_20170710_030840_030900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 6 5 1 4 0 0.778 0.512 0.600 4.67 2.56 0.60 2 C16_20170710
C16_20170710_034440_034500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C16_20170710
C16_20170710_038040_038100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C16_20170710
C16_20170710_041640_041700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C16_20170710
C16_20170710_045240_045300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C16_20170710
C16_20170710_048840_048900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C16_20170710
C16_20170710_052440_052500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C16_20170710
C16_20170710_056040_056100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C16_20170710
C18_20170711_002040_002100 1.000 0.500 2 2 0.500 0.500 1 1 4.130 0.590 7 0 4 2 1 1 1 0 0.605 0.600 0.610 1.21 0.60 0.61 1 C18_20170711
C18_20170711_005640_005700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 0 1 0 0 0.600 0.000 0.290 0.60 0.00 0.29 0 C18_20170711
C18_20170711_009240_009300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170711
C18_20170711_012840_012900 4.030 0.672 6 3 0.000 0.000 0 0 6.010 0.668 9 6 9 5 4 2 1 1 1.172 0.748 0.640 5.86 2.99 1.28 2 C18_20170711
C18_20170711_016440_016500 1.370 0.685 2 1 1.050 0.525 2 2 2.420 0.605 4 1 1 8 7 3 5 1 0.947 0.337 0.217 7.58 2.36 0.65 2 C18_20170711
C18_20170711_020040_020100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 0 1 0 0 0.990 0.000 0.990 0.99 0.00 0.99 0 C18_20170711
C18_20170711_023640_023700 9.390 0.626 15 8 8.580 0.572 15 12 18.470 0.596 31 13 22 17 7 10 3 2 1.430 0.901 1.654 24.31 6.31 16.54 2 C18_20170711
C18_20170711_027240_027300 0.860 0.860 1 0 6.560 0.547 12 10 8.420 0.561 15 0 1 4 3 2 1 0 1.360 0.540 1.320 5.44 1.62 2.64 0 C18_20170711
C18_20170711_030840_030900 3.990 0.665 6 3 8.000 0.533 15 13 11.990 0.571 21 1 3 4 0 4 0 2 2.875 0.000 2.380 11.50 0.00 9.52 0 C18_20170711
C18_20170711_034440_034500 2.850 0.570 5 4 10.010 0.556 18 15 13.360 0.557 24 1 0 4 0 5 0 1 2.038 0.000 1.588 8.15 0.00 7.94 0 C18_20170711
C18_20170711_038040_038100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170711
C18_20170711_041640_041700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170711
C18_20170711_045240_045300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170711
C18_20170711_048840_048900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 3 0 3 0 1 0.600 0.000 0.497 1.80 0.00 1.49 0 C18_20170711
C18_20170711_052440_052500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170711
C18_20170711_056040_056100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170711
C18_20170718_002040_002100 3.430 0.572 6 4 0.000 0.000 0 0 3.930 0.561 7 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_005640_005700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_009240_009300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 1 0 1 0 0.600 0.600 0.000 0.60 0.60 0.00 0 C18_20170718
C18_20170718_012840_012900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_016440_016500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_020040_020100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_023640_023700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_027240_027300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_030840_030900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_034440_034500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_038040_038100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_041640_041700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_045240_045300 4.850 0.539 9 6 1.340 0.670 2 1 6.690 0.557 12 0 1 7 6 2 2 1 0.999 0.933 0.375 6.99 5.60 0.75 3 C18_20170718
C18_20170718_048840_048900 8.510 0.608 14 9 1.230 0.615 2 1 9.740 0.609 16 4 8 13 10 6 4 4 1.382 0.845 0.783 17.96 8.45 4.70 3 C18_20170718
C18_20170718_052440_052500 0.000 0.000 0 0 0.000 0.000 0 0 0.720 0.720 1 0 2 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C18_20170718_056040_056100 0.880 0.880 1 0 0.000 0.000 0 0 0.880 0.880 1 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C18_20170718
C20_20170711_002040_002100 6.770 0.615 11 7 0.000 0.000 0 0 9.720 0.608 16 1 1 3 2 1 1 0 0.683 0.725 0.380 2.05 1.45 0.38 0 C20_20170711
C20_20170711_005640_005700 0.550 0.550 1 1 0.000 0.000 0 0 0.550 0.550 1 2 2 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C20_20170711
C20_20170711_009240_009300 3.250 0.650 5 3 3.270 0.654 5 2 6.520 0.652 10 3 9 4 3 1 2 1 0.708 0.530 0.210 2.83 1.59 0.21 2 C20_20170711
C20_20170711_012840_012900 0.660 0.660 1 0 0.000 0.000 0 0 0.660 0.660 1 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C20_20170711
C20_20170711_016440_016500 6.530 0.544 12 10 0.000 0.000 0 0 7.030 0.541 13 0 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C20_20170711
C20_20170711_020040_020100 0.000 0.000 0 0 0.000 0.000 0 0 0.770 0.770 1 0 1 1 1 0 1 0 0.610 0.610 0.000 0.61 0.61 0.00 1 C20_20170711
C20_20170711_023640_023700 16.350 0.629 26 17 0.000 0.000 0 0 19.060 0.615 31 2 2 6 5 1 3 1 0.702 0.680 0.400 4.21 3.40 0.40 0 C20_20170711
C20_20170711_027240_027300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C20_20170711
C20_20170711_030840_030900 0.860 0.860 1 0 0.000 0.000 0 0 0.860 0.860 1 1 1 3 1 2 0 1 0.927 0.710 0.870 2.78 0.71 1.74 0 C20_20170711
C20_20170711_034440_034500 5.440 0.680 8 0 0.000 0.000 0 0 5.440 0.680 8 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C20_20170711
C20_20170711_038040_038100 1.200 0.600 2 1 0.000 0.000 0 0 1.200 0.600 2 1 0 4 4 0 4 0 0.668 0.570 0.000 2.67 2.28 0.00 1 C20_20170711
C20_20170711_041640_041700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 0 1 0 0 0.910 0.000 0.910 0.91 0.00 0.91 0 C20_20170711
C20_20170711_045240_045300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C20_20170711
C20_20170711_048840_048900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C20_20170711
C20_20170711_052440_052500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C20_20170711
C20_20170711_056040_056100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C20_20170711
C22_20170717_002040_002100 2.560 0.640 4 1 0.000 0.000 0 0 2.560 0.640 4 1 1 1 1 0 1 0 0.600 0.600 0.000 0.60 0.60 0.00 1 C22_20170717
C22_20170717_005640_005700 2.460 0.615 4 1 0.500 0.500 1 1 4.010 0.573 7 0 0 5 4 2 2 1 1.068 0.493 1.090 5.34 1.97 2.18 2 C22_20170717
C22_20170717_009240_009300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C22_20170717
C22_20170717_012840_012900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C22_20170717
C22_20170717_016440_016500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C22_20170717
C22_20170717_020040_020100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C22_20170717
C22_20170717_023640_023700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C22_20170717
C22_20170717_027240_027300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C22_20170717
C22_20170717_030840_030900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C22_20170717
C22_20170717_034440_034500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C22_20170717
C22_20170717_038040_038100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C22_20170717
C22_20170717_041640_041700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C22_20170717
C22_20170717_045240_045300 1.760 0.880 2 0 0.000 0.000 0 0 1.760 0.880 2 0 0 6 4 2 2 0 0.708 0.660 0.465 4.25 2.64 0.93 2 C22_20170717
C22_20170717_048840_048900 6.730 0.612 11 7 0.000 0.000 0 0 7.800 0.600 13 8 9 1 1 0 0 0 2.070 2.070 0.000 2.07 2.07 0.00 1 C22_20170717
C22_20170717_052440_052500 14.650 0.610 24 15 1.400 0.700 2 1 16.050 0.617 26 0 0 11 10 1 4 0 0.895 0.822 0.640 9.84 8.22 0.64 0 C22_20170717
C22_20170717_056040_056100 18.290 0.590 31 22 3.540 0.506 7 7 23.100 0.578 40 0 0 8 4 4 0 0 1.821 0.897 2.623 14.57 3.59 10.49 0 C22_20170717
C24_20170712_002040_002100 1.570 0.785 2 0 0.700 0.700 1 0 2.770 0.693 4 1 1 6 4 3 1 1 0.708 0.723 0.460 4.25 2.89 1.38 0 C24_20170712
C24_20170712_005640_005700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_009240_009300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_012840_012900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_016440_016500 0.840 0.840 1 0 0.000 0.000 0 0 0.840 0.840 1 0 0 4 3 2 2 1 0.812 0.510 0.300 3.25 1.53 0.60 0 C24_20170712
C24_20170712_020040_020100 7.230 0.657 11 5 0.000 0.000 0 0 8.230 0.633 13 5 5 7 9 0 8 0 0.923 0.281 0.000 6.46 2.53 0.00 3 C24_20170712
C24_20170712_023640_023700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_027240_027300 2.040 0.680 3 1 0.000 0.000 0 0 3.470 0.694 5 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_030840_030900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_034440_034500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_038040_038100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_041640_041700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_045240_045300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_048840_048900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_052440_052500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170712_056040_056100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170712
C24_20170719_002040_002100 2.210 0.552 4 3 0.000 0.000 0 0 2.710 0.542 5 6 7 1 1 0 0 0 0.620 0.620 0.000 0.62 0.62 0.00 0 C24_20170719
C24_20170719_005640_005700 12.530 0.659 19 10 1.000 0.500 2 2 14.030 0.638 22 1 1 12 12 4 2 3 1.523 1.258 0.430 18.28 15.09 1.72 0 C24_20170719
C24_20170719_009240_009300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 2 2 0 2 0 1.215 0.540 0.000 2.43 1.08 0.00 0 C24_20170719
C24_20170719_012840_012900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 2 3 0 3 0 0.810 0.360 0.000 1.62 1.08 0.00 0 C24_20170719
C24_20170719_016440_016500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 1 0 1 0 0.600 0.600 0.000 0.60 0.60 0.00 1 C24_20170719
C24_20170719_020040_020100 3.520 0.587 6 4 1.000 0.500 2 2 6.680 0.557 12 3 6 1 1 0 0 0 0.610 0.610 0.000 0.61 0.61 0.00 1 C24_20170719
C24_20170719_023640_023700 4.160 0.594 7 3 0.000 0.000 0 0 4.160 0.594 7 3 3 4 4 0 1 0 0.835 0.760 0.000 3.34 3.04 0.00 1 C24_20170719
C24_20170719_027240_027300 15.950 0.591 27 19 0.000 0.000 0 0 15.950 0.591 27 2 2 11 11 0 5 0 0.841 0.833 0.000 9.25 9.16 0.00 0 C24_20170719
C24_20170719_030840_030900 8.880 0.592 15 10 0.500 0.500 1 1 14.410 0.576 25 0 0 3 5 0 3 0 1.060 0.378 0.000 3.18 1.89 0.00 0 C24_20170719
C24_20170719_034440_034500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170719
C24_20170719_038040_038100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170719
C24_20170719_041640_041700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170719
C24_20170719_045240_045300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 1 0 1 0 0.600 0.290 0.000 0.60 0.29 0.00 0 C24_20170719
C24_20170719_048840_048900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170719
C24_20170719_052440_052500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170719
C24_20170719_056040_056100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C24_20170719
C25_20170719_002040_002100 0.690 0.690 1 0 0.450 0.450 1 1 1.140 0.570 2 0 1 2 2 0 2 0 0.600 0.600 0.000 1.20 1.20 0.00 1 C25_20170719
C25_20170719_005640_005700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 0 1 0 0 0.920 0.000 0.780 0.92 0.00 0.78 0 C25_20170719
C25_20170719_009240_009300 4.950 0.619 8 6 0.000 0.000 0 0 6.710 0.610 11 4 9 4 5 0 0 0 1.363 0.956 0.000 5.45 4.78 0.00 2 C25_20170719
C25_20170719_012840_012900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 1 1 1 0 0 0 0.850 0.630 0.000 0.85 0.63 0.00 1 C25_20170719
C25_20170719_016440_016500 14.160 0.590 24 17 36.710 0.548 67 56 50.870 0.559 91 0 0 12 4 9 0 3 4.530 2.320 4.717 54.36 9.28 42.45 1 C25_20170719
C25_20170719_020040_020100 8.450 0.563 15 12 1.920 0.640 3 2 12.310 0.586 21 2 4 4 4 0 2 0 1.082 1.047 0.000 4.33 4.19 0.00 3 C25_20170719
C25_20170719_023640_023700 31.390 0.628 50 29 0.000 0.000 0 0 32.390 0.623 52 18 18 25 29 0 8 0 0.976 0.772 0.000 24.39 22.40 0.00 6 C25_20170719
C25_20170719_027240_027300 12.820 0.675 19 7 1.920 0.640 3 1 14.740 0.670 22 3 6 26 15 14 6 3 0.908 0.773 0.658 23.60 11.59 9.21 0 C25_20170719
C25_20170719_030840_030900 1.340 0.670 2 1 1.440 0.720 2 1 4.350 0.621 7 0 1 10 7 3 2 1 0.933 0.791 0.480 9.33 5.54 1.44 4 C25_20170719
C25_20170719_034440_034500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C25_20170719
C25_20170719_038040_038100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 1 0 1 0 0.620 0.420 0.000 0.62 0.42 0.00 0 C25_20170719
C25_20170719_041640_041700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C25_20170719
C25_20170719_045240_045300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 1 0 0 0 0.670 0.670 0.000 0.67 0.67 0.00 0 C25_20170719
C25_20170719_048840_048900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 0 1 0 0 0.610 0.000 0.530 0.61 0.00 0.53 0 C25_20170719
C25_20170719_052440_052500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 C25_20170719
C25_20170719_056040_056100 10.570 0.556 19 16 12.710 0.553 23 19 24.780 0.551 45 1 2 21 18 11 10 4 1.526 0.824 0.893 32.04 14.84 9.82 2 C25_20170719
ROW_1156_034500_034620 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 0 1 0 0 0.640 0.000 0.640 0.64 0.00 0.64 0 ROW_1156
ROW_1156_040020_040140 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1156
ROW_1156_043020_043140 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1156
ROW_1156_046020_046140 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1156
ROW_1156_048600_048720 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1156
ROW_1156_054300_054420 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1156
ROW_1735_044820_044940 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1735
ROW_1735_047580_047700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1735
ROW_1735_050460_050580 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1735
ROW_1768_034620_034740 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1768
ROW_1768_036720_036840 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1768
ROW_1768_044340_044460 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_1768
ROW_2745_007200_007320 1.453 0.291 5 5 0.000 0.000 0 0 1.453 0.291 5 5 5 7 1 5 1 1 0.736 0.080 0.390 5.15 0.08 1.95 1 ROW_2745
ROW_2745_014700_014820 11.072 0.503 22 16 0.500 0.500 1 1 11.572 0.503 23 11 12 20 12 10 6 2 0.906 0.680 0.394 18.11 8.16 3.94 3 ROW_2745
